date,airport_code,temperature,visibility,wind_speed,rain,fog,storm
23-12-2025,CCU,25.7,1.8,31.7,0,0,0
20-01-2025,AMD,25.9,6.5,19.5,1,0,0
08-07-2025,BOM,12.4,2.2,2.3,1,0,0
29-03-2025,PNQ,30,5.4,17.2,1,1,1
15-06-2025,CCU,21.6,3.6,27.3,0,1,1
06-07-2025,COK,39,6.6,17.5,0,0,0
30-07-2025,COK,38.6,1.6,11.8,0,0,1
11-02-2025,PNQ,15.7,8.7,14.5,1,0,1
03-03-2025,HYD,36,9.3,11.4,1,0,0
13-10-2025,CCU,30.1,5.3,23.7,1,0,1
09-10-2025,PNQ,17.9,3.1,31.7,1,0,1
29-08-2025,CCU,41.9,9.6,31.1,1,0,1
29-01-2025,BLR,27.7,9.7,9.1,0,0,1
14-12-2025,DEL,25.3,8,30.8,0,0,0
04-08-2025,AMD,14.4,4.7,6.6,0,1,1
12-04-2025,BOM,22,7.1,33.6,1,0,1
18-06-2025,PNQ,33.4,8.4,18.9,1,0,1
01-12-2025,BLR,25.8,4.5,34.2,0,1,0
12-03-2025,BOM,12.4,6.5,31.8,1,0,0
12-01-2025,HYD,21.2,9,27.8,0,1,0
11-09-2025,BLR,36.4,8.9,7.4,0,1,0
05-06-2025,COK,13.6,7.8,4.4,1,1,1
12-11-2025,MAA,21.6,2.2,10.6,0,1,0
18-01-2025,PNQ,38.8,8.1,33.7,1,1,0
15-06-2025,COK,19.4,1.4,24.6,0,0,1
24-04-2025,BOM,23.3,1.9,7,1,1,1
04-03-2025,HYD,21,5.3,12.1,1,0,0
05-12-2025,AMD,26.7,3.3,33.6,1,1,0
06-07-2025,DEL,29.1,8,32.5,1,1,1
03-04-2025,CCU,27.7,1.8,6.1,0,1,1
09-11-2025,DEL,10.5,6,1.4,0,0,0
05-01-2025,CCU,10.1,8.4,7.2,1,0,1
16-04-2025,GOI,21.3,1.2,3.3,0,0,1
02-08-2025,MAA,23.4,6.9,10.8,0,1,1
24-08-2025,AMD,28.6,8.2,7.3,0,0,1
16-03-2025,BOM,10.6,4.5,15.6,1,1,0
26-05-2025,AMD,23.2,9.7,3.8,0,0,1
09-02-2025,PNQ,22.8,4.4,10.3,0,0,0
25-09-2025,GOI,34.9,9.7,24.6,1,0,0
21-12-2025,BOM,41.1,7.1,13.3,1,0,1
10-07-2025,HYD,22.6,10,20,1,0,1
03-07-2025,BLR,23.3,1.3,18.4,0,1,1
30-08-2025,HYD,36.4,7.8,7.4,1,1,0
14-05-2025,BOM,31.5,1.5,21,1,1,1
20-05-2025,GOI,41.2,4.5,5.5,1,0,0
19-02-2025,MAA,41,2.2,4.8,0,1,1
26-07-2025,COK,14.8,4.2,14.7,0,0,0
31-05-2025,DEL,36.5,6.3,14,0,0,1
08-04-2025,HYD,16.8,1.9,8.8,0,1,0
27-05-2025,BOM,15.6,3.4,9.6,1,1,1
03-11-2025,CCU,17.1,9,5.8,0,1,1
20-11-2025,CCU,23.4,5.6,17.9,1,1,0
03-02-2025,MAA,25.2,3.7,0.9,1,1,0
11-08-2025,PNQ,34.7,10,8.5,1,1,0
01-04-2025,DEL,16.6,5.6,33.4,0,0,0
28-01-2025,PNQ,26.2,6.4,6.7,1,0,0
27-12-2025,CCU,26.8,2.9,33.4,1,0,0
17-05-2025,MAA,40,2.7,21.7,1,0,0
13-02-2025,GOI,31.7,5.2,25.1,1,0,1
15-10-2025,PNQ,11.9,4,16.2,0,1,0
27-02-2025,GOI,15.1,6.8,10.2,0,0,1
11-11-2025,HYD,40.7,1,22.8,0,1,1
28-05-2025,GOI,28.7,8,12.6,0,1,0
05-07-2025,HYD,38.4,1,5,1,0,0
20-04-2025,MAA,11.7,9,1.6,1,1,0
19-10-2025,COK,37.5,2.1,17.2,1,1,0
09-04-2025,HYD,29.5,9.3,13.1,1,1,0
19-04-2025,DEL,30.6,4.7,18.6,1,0,1
08-03-2025,DEL,41.8,6.8,25.6,1,1,1
05-03-2025,BLR,21.9,8.7,25.5,1,0,1
23-08-2025,HYD,31.1,7.3,9.8,0,1,1
11-12-2025,CCU,14.5,8.6,5.4,0,0,0
14-10-2025,PNQ,15.4,3.5,7.5,0,0,0
01-04-2025,MAA,40.8,2.3,29.4,1,0,0
08-01-2025,CCU,40.5,3.1,3.1,0,1,1
09-04-2025,HYD,24.7,1.6,3.2,0,1,0
22-05-2025,CCU,28,4.7,31.8,1,0,0
04-06-2025,AMD,23.5,7.5,28.2,1,1,0
16-03-2025,COK,31.5,6.4,14.7,1,0,1
14-01-2025,PNQ,20.5,7.9,3.2,0,0,0
15-12-2025,BLR,21.5,8.1,32.1,1,0,1
07-10-2025,MAA,35.2,2.8,28.1,1,1,0
26-12-2025,MAA,31.7,8.4,7.8,1,0,1
04-08-2025,AMD,36.7,6,15.5,1,0,1
08-06-2025,COK,36.2,1.1,1.9,1,1,1
10-05-2025,BOM,15.5,9.2,15,1,1,0
05-01-2025,AMD,33.1,2.6,21.2,0,0,0
09-11-2025,HYD,38.2,8.4,17.3,1,1,0
16-05-2025,PNQ,36.7,9.7,2.6,1,1,0
24-11-2025,HYD,24,3.9,20.4,0,0,1
30-12-2025,CCU,15.4,5.1,10.7,1,0,1
01-04-2025,GOI,28.9,7.5,0,0,1,0
02-09-2025,PNQ,35,9.6,30.7,0,1,0
22-09-2025,COK,10.2,8,11.5,0,1,0
17-03-2025,PNQ,22.8,6.2,8.9,0,1,0
24-08-2025,GOI,18.1,6.7,9.5,1,1,0
20-06-2025,GOI,34.1,3,34,0,0,0
19-12-2025,HYD,25.9,8,28.9,1,0,0
12-08-2025,AMD,12.3,7.3,17.5,1,0,0
31-12-2025,BOM,24.6,2.8,3.2,0,1,0
19-07-2025,DEL,39.7,8.6,25.6,0,1,1
02-04-2025,GOI,22.8,6.3,11.8,1,0,0
15-07-2025,BLR,41.5,1.2,0.5,0,1,0
12-12-2025,PNQ,26.2,2.8,27.6,0,1,1
25-02-2025,AMD,28.8,5.2,31.7,1,1,0
14-01-2025,CCU,29.7,7.9,16.6,0,0,0
19-10-2025,AMD,18.1,5.4,10.9,1,1,1
03-07-2025,BLR,29.3,4.5,34.1,0,1,0
29-11-2025,DEL,30.7,3.3,32.4,1,0,1
09-01-2025,HYD,40.6,7,8.8,1,1,0
29-12-2025,COK,14,8.6,32.7,1,0,0
16-05-2025,BOM,29.5,9.3,15.9,1,0,0
19-02-2025,BOM,32.6,5.2,34.8,0,0,0
27-12-2025,PNQ,28.1,7.2,17.2,1,1,1
20-04-2025,CCU,39.9,5,22.5,1,1,0
18-10-2025,DEL,23.3,3.8,4.7,0,1,1
24-09-2025,PNQ,37,6.5,32.8,0,0,0
24-12-2025,DEL,11.8,4,7.1,0,0,1
03-09-2025,BOM,32.1,1.2,33.9,0,0,0
26-06-2025,CCU,39.8,7.3,23.1,0,1,1
22-02-2025,COK,18,9.8,29.4,0,0,1
26-08-2025,PNQ,12.7,7.8,29.1,1,1,0
04-11-2025,BOM,22.7,6.1,26.3,0,0,1
19-03-2025,PNQ,30.1,8.4,32.5,0,0,1
12-06-2025,BOM,18.4,2.2,24,1,0,0
12-11-2025,BLR,25.9,5.3,26.6,1,1,0
19-08-2025,COK,21.2,5.2,21.7,0,0,1
31-08-2025,MAA,39.6,6,31.8,0,1,0
08-10-2025,HYD,12.9,6,3.3,0,0,0
05-02-2025,DEL,10.7,9.2,19.4,0,0,0
27-01-2025,PNQ,16.2,9,20.5,1,0,1
19-03-2025,HYD,35.8,8.3,15.4,0,1,0
13-02-2025,HYD,11,6.2,16.9,1,1,1
27-12-2025,COK,24.9,7,9.7,0,1,0
13-05-2025,CCU,38.9,7.7,17.4,1,1,1
07-06-2025,BLR,20.4,6,32.5,0,0,0
01-05-2025,DEL,16.9,3.1,34.1,0,1,1
21-06-2025,BOM,24.1,9,27.6,0,0,0
22-04-2025,BLR,19.4,5.1,32.8,1,0,0
19-04-2025,HYD,36.8,3.7,2.6,1,0,0
21-02-2025,MAA,22.2,9.6,0.9,1,1,1
10-10-2025,COK,12.9,2.3,9.9,0,0,1
06-04-2025,PNQ,19.6,4.9,6.7,0,0,1
19-02-2025,BOM,12.8,2.3,16.8,1,0,1
11-10-2025,GOI,22.3,4.8,13,1,1,0
27-02-2025,CCU,36.7,7.5,4.5,0,1,1
06-08-2025,PNQ,12.8,8.7,26,0,1,0
01-08-2025,AMD,17.8,5.5,29.5,1,0,1
01-12-2025,GOI,26.7,3.1,11,0,1,0
28-09-2025,BOM,23.1,4.9,16.6,0,1,1
26-06-2025,BLR,24.1,8,3.7,1,1,1
13-08-2025,BLR,37.2,9.4,14.1,1,0,1
22-11-2025,BLR,27.2,2.2,11.5,0,0,1
20-05-2025,COK,12.7,9.4,20.5,1,1,1
28-02-2025,PNQ,30.1,2,12.2,1,1,0
09-08-2025,BLR,37.9,6.3,5.7,0,1,1
28-04-2025,AMD,12.5,8.4,12.4,0,1,0
31-07-2025,COK,25.6,5.4,18.8,0,1,1
11-11-2025,BLR,38.4,5.2,17.3,1,1,0
06-11-2025,COK,19.1,9.5,4.6,0,1,1
28-01-2025,BLR,34,7.7,31.5,1,1,1
19-07-2025,CCU,25.4,3.5,27.8,1,1,0
25-08-2025,AMD,13.5,4.3,5.5,1,0,0
10-08-2025,DEL,30.4,1.1,6.3,1,1,0
07-03-2025,MAA,38.2,8.5,6.8,1,1,1
13-02-2025,DEL,17.2,5,17.1,1,1,0
21-03-2025,CCU,31.1,5.4,1.3,0,1,0
12-08-2025,BLR,22,3.2,27.1,1,0,0
03-11-2025,BLR,37.6,4.7,25.9,0,0,1
10-09-2025,BOM,35.5,2.5,7.1,0,0,1
15-05-2025,BOM,20.3,3.2,11.6,0,0,1
21-08-2025,COK,32.4,8.9,8.7,0,1,0
14-10-2025,MAA,14.3,9.7,14.3,0,0,0
20-08-2025,BOM,22.7,3,2.9,0,0,0
21-09-2025,MAA,27.8,5.1,27.4,1,0,0
21-03-2025,BLR,40.9,8.5,21.2,1,0,0
24-04-2025,PNQ,17,9.7,26.6,0,1,1
19-03-2025,AMD,18.5,7.3,26.8,0,1,0
05-01-2025,HYD,23.5,2.2,2.2,1,0,1
23-08-2025,PNQ,33.6,3.4,33.9,1,1,0
25-01-2025,BLR,35.7,6.1,2.5,1,0,0
26-06-2025,DEL,35.9,7,19,0,1,0
28-04-2025,HYD,19.8,7.1,28.5,0,0,0
14-01-2025,MAA,12.7,5.7,21.2,1,1,0
15-08-2025,MAA,31.4,6.9,12.2,0,0,0
10-04-2025,BLR,22.2,9.7,19.7,1,1,1
22-12-2025,BLR,23,9,6.5,1,0,0
19-10-2025,CCU,38.3,1.3,29.4,1,0,1
19-06-2025,COK,15.1,5.8,15.2,1,0,0
10-06-2025,MAA,18.5,8,10.3,1,1,0
22-05-2025,BOM,30.1,7.8,27.8,0,1,0
14-04-2025,CCU,41.1,9.6,14.6,0,1,1
02-02-2025,PNQ,13.9,5.5,27.5,1,0,0
31-03-2025,GOI,28.2,8.1,34.1,0,1,0
16-02-2025,AMD,34.9,3.4,20.6,1,1,1
17-03-2025,BLR,28,8,1.9,0,0,0
24-02-2025,BOM,36.6,1.8,23.7,0,0,1
30-01-2025,HYD,40.8,7.3,8.5,0,1,1
24-02-2025,PNQ,37.5,2.6,33.9,1,1,1
04-10-2025,AMD,16.9,9.7,6,1,0,0
03-01-2025,AMD,19.8,9.8,18.3,0,0,0
23-10-2025,DEL,33.3,4.7,29.8,0,0,1
08-05-2025,MAA,25.5,2.1,19.1,0,0,1
27-03-2025,HYD,15.7,4.3,13.7,0,1,1
30-09-2025,GOI,18,7.2,28.2,0,1,0
07-06-2025,PNQ,36.9,3,9.2,0,1,1
09-08-2025,CCU,27.4,3.6,27.4,1,1,1
01-02-2025,PNQ,38.4,4.4,29.1,0,1,1
05-10-2025,HYD,18.5,3.8,5.3,0,1,0
12-03-2025,GOI,12.3,7.2,12.5,1,1,1
25-01-2025,DEL,36.1,9.1,34,1,1,1
12-02-2025,GOI,20.6,8.6,14.5,1,0,1
01-06-2025,AMD,38.3,1.8,34,1,0,0
25-06-2025,DEL,10.5,1.8,35,0,0,0
10-07-2025,PNQ,37.4,7.2,4.6,1,1,0
08-07-2025,GOI,28.4,5.8,2.2,1,1,0
18-12-2025,HYD,16.4,6.1,5.3,1,1,1
21-08-2025,GOI,32.8,9.1,11.1,0,1,0
19-06-2025,MAA,10.8,5,12,0,0,0
23-07-2025,PNQ,25.3,1.5,1.1,0,1,1
18-05-2025,COK,13.8,2.5,1.1,0,0,0
18-11-2025,COK,36.7,4.9,11.1,1,0,1
28-07-2025,BOM,26.7,1.4,17.6,1,1,1
29-08-2025,GOI,31.8,9.6,2.6,1,1,1
28-04-2025,MAA,28.6,7.6,22.7,1,1,0
03-11-2025,GOI,28.1,6.9,24.7,0,0,1
10-06-2025,BLR,24.7,6.9,24.4,0,0,0
03-05-2025,AMD,14.9,5.8,13.3,0,1,1
05-03-2025,HYD,12.5,9.8,2.6,1,1,0
14-06-2025,BOM,24.3,8.8,3.9,1,0,1
18-07-2025,GOI,19.9,5.7,4.6,0,1,1
27-10-2025,BOM,20.6,4.3,19.4,1,1,0
21-10-2025,AMD,18,1.5,32.1,0,0,1
04-03-2025,GOI,16.9,2.1,14,0,0,0
24-09-2025,HYD,28.4,1.8,5.4,1,0,0
13-06-2025,BLR,12.3,4,4.1,1,1,1
31-10-2025,PNQ,38.4,5.6,21,0,0,1
18-06-2025,DEL,17.8,4.5,2.8,1,0,0
09-03-2025,BLR,16.1,8.8,17.4,0,1,0
14-04-2025,HYD,20.3,4.5,26.7,1,0,0
21-04-2025,MAA,26.8,6.7,28.1,0,1,0
20-11-2025,AMD,25.3,7,34.1,1,1,1
27-12-2025,BLR,35.6,7.9,29.7,0,1,0
27-02-2025,BOM,26.4,4,6.5,0,1,0
26-11-2025,AMD,35.2,3.2,30.7,1,0,1
27-09-2025,DEL,11.1,4.7,2.8,1,1,0
21-01-2025,AMD,18.6,8.7,30.1,0,0,0
08-09-2025,BOM,28.7,9.3,29.2,1,0,0
23-03-2025,GOI,37.4,5.8,13.3,1,0,0
21-06-2025,BLR,23.3,9.5,27.3,1,0,0
03-03-2025,HYD,39.6,2.6,24.5,1,0,0
16-09-2025,HYD,23.2,2.6,25.7,0,0,0
27-01-2025,MAA,27,7.3,32.2,0,0,0
06-01-2025,BOM,37.8,5.3,33.5,1,0,1
09-07-2025,BLR,33,1.5,20.3,0,1,0
15-09-2025,HYD,28.4,3,4.2,0,0,0
16-07-2025,COK,36.5,8.6,11.3,1,1,1
18-10-2025,HYD,21.2,7,7.4,1,0,0
02-07-2025,GOI,37,9.2,11.6,0,1,0
05-05-2025,CCU,39.8,7.3,5.5,1,1,0
09-12-2025,BOM,18.2,2.7,3.3,0,0,1
10-04-2025,HYD,21.7,1.5,32,1,1,0
23-10-2025,MAA,18.4,2.6,12.1,0,0,1
12-05-2025,CCU,12.9,3.4,23.1,0,0,0
05-09-2025,HYD,16.4,4.8,34.6,1,1,1
18-12-2025,AMD,34.1,5.6,18.7,1,1,1
19-06-2025,AMD,14.2,7.9,21.4,1,0,1
12-10-2025,AMD,14.1,3.5,20.5,1,0,0
06-07-2025,COK,10.5,6.5,25.4,1,1,1
02-03-2025,MAA,38.5,6.1,27,1,0,1
21-08-2025,BOM,30.6,1.1,26.3,0,0,0
25-02-2025,GOI,35.2,3.9,5.6,0,1,1
03-03-2025,HYD,41.7,2.9,33,1,0,1
09-12-2025,PNQ,24.9,5.3,31.3,0,0,0
17-02-2025,CCU,23.7,2.7,19.2,1,0,0
25-03-2025,MAA,40.8,8,12.8,0,0,0
22-02-2025,BLR,16.5,4.8,26.6,0,1,0
03-08-2025,BLR,41,3.1,13,0,0,1
09-07-2025,GOI,32,5.8,26.6,1,0,1
24-02-2025,BOM,30.6,6.4,3.4,1,0,0
12-02-2025,GOI,34.2,1.6,8.3,0,0,1
08-03-2025,COK,27.3,3.1,27,0,0,0
29-09-2025,GOI,13.4,7,22.1,0,1,0
03-11-2025,BLR,22.6,4.2,10.3,1,1,0
02-04-2025,GOI,14.6,2,0.8,1,1,0
18-04-2025,PNQ,29.8,4.3,17.5,0,1,1
11-09-2025,AMD,13.1,1.5,8.7,1,0,1
26-12-2025,DEL,38.2,6.3,20.4,0,1,1
06-12-2025,GOI,17.3,7.1,29.8,1,1,0
22-01-2025,MAA,32.3,5.9,23.3,0,0,0
02-12-2025,HYD,11.5,2.6,8.4,0,1,1
12-06-2025,CCU,40.1,7,19.9,1,0,0
11-05-2025,AMD,28.2,9,12.6,1,0,0
28-02-2025,GOI,36,3.5,8,0,0,1
10-11-2025,DEL,21,7.5,30.4,1,0,1
08-05-2025,GOI,33.1,4.5,11.7,1,0,1
13-09-2025,HYD,36.7,7.6,15.1,1,0,1
04-01-2025,MAA,25.3,3.4,17.8,0,0,1
31-07-2025,CCU,30,9,31.4,1,0,0
29-03-2025,MAA,15.4,7.3,27.1,0,1,1
11-07-2025,PNQ,23,8.6,21.6,1,0,0
06-10-2025,HYD,21.1,3.6,8.6,1,1,0
27-07-2025,AMD,12.2,9.6,24.5,1,0,0
07-11-2025,GOI,27,3.1,7.6,1,0,1
27-06-2025,MAA,38.8,5.4,14.8,0,1,0
09-10-2025,GOI,38.1,4.3,15.5,1,0,1
21-04-2025,PNQ,40.9,3,31.2,1,1,0
20-06-2025,GOI,36.7,2.7,10.6,1,1,1
15-11-2025,COK,22.5,4.8,17.6,0,1,1
07-10-2025,PNQ,25.7,6.8,0.6,1,1,0
14-11-2025,DEL,12.9,8.4,25.4,0,0,0
06-12-2025,HYD,25.6,1.7,34.6,1,0,0
15-08-2025,HYD,18.2,6.2,21.2,1,1,0
19-03-2025,CCU,34.5,5.8,13.8,1,1,1
03-06-2025,AMD,19,9.5,13.4,1,0,0
03-06-2025,BLR,29.2,6.3,27.3,1,0,1
10-07-2025,HYD,16.7,7.8,33.1,0,0,1
17-04-2025,BLR,23.5,9.1,8.8,1,1,1
01-12-2025,CCU,26,3.3,22,0,1,1
20-12-2025,DEL,31,8.6,11.6,0,0,1
03-11-2025,BLR,31.4,6.1,34.2,0,0,1
21-01-2025,AMD,39.6,1.8,28,0,0,0
05-03-2025,CCU,11.1,9.9,34.2,0,0,1
07-09-2025,DEL,28.7,2.1,13.9,0,1,1
07-11-2025,HYD,35.4,3.4,16.1,1,0,1
28-11-2025,DEL,27.4,9.1,6,1,1,1
23-05-2025,PNQ,37.2,2.7,28.2,1,1,0
24-05-2025,AMD,27.3,1.1,3.3,1,1,1
26-03-2025,COK,10,6.2,23.5,1,0,0
21-10-2025,COK,25.3,2.5,4.5,1,0,0
12-01-2025,AMD,35.8,8.9,34.5,0,0,1
09-11-2025,HYD,32.6,2.5,0,0,1,0
28-08-2025,PNQ,38.6,9.9,1.6,1,1,0
07-03-2025,MAA,17.7,6.2,21.1,1,0,1
06-12-2025,HYD,10.2,2.6,2.9,1,1,1
17-06-2025,BLR,15.1,1.8,31,0,1,0
22-06-2025,BLR,20.4,2.5,14.5,0,1,1
14-09-2025,COK,12.6,6.8,25.4,1,0,0
07-01-2025,HYD,26.2,8.4,25.2,1,0,1
22-04-2025,AMD,24.1,7.7,17,0,1,1
09-05-2025,MAA,29.7,2.9,25.4,0,0,1
18-03-2025,PNQ,22.7,9.3,30.6,0,1,0
17-09-2025,AMD,37.8,8.6,14.1,0,0,1
28-10-2025,GOI,19.8,4.3,34.7,0,0,1
17-11-2025,DEL,19.4,4.5,19.9,1,0,0
19-03-2025,AMD,28.4,8.4,21.6,0,1,0
13-12-2025,CCU,24.7,9,4.6,1,0,1
06-01-2025,GOI,33.2,7,4,0,1,1
12-01-2025,DEL,27.2,3.9,25.3,1,0,0
05-08-2025,BOM,27.1,9.6,18.7,0,1,1
21-08-2025,BLR,13.8,2.8,24.1,0,1,1
06-11-2025,COK,19.8,6,25.3,0,0,0
14-10-2025,COK,19.4,8.9,11.7,1,0,0
17-10-2025,AMD,35.5,6.9,1.5,1,1,1
15-08-2025,BLR,27.7,8.1,2.5,1,1,0
06-10-2025,AMD,30.8,2,21.5,1,0,0
20-09-2025,PNQ,12.7,6.5,2.1,1,1,0
03-02-2025,CCU,36.1,5.2,19.3,0,0,0
17-07-2025,CCU,36.3,1.6,17.4,0,1,1
16-05-2025,HYD,39,2.4,28.8,1,1,1
12-11-2025,DEL,17.5,3.5,21.3,0,0,0
08-08-2025,CCU,16.2,2,5.6,1,1,0
18-02-2025,BLR,36,6.3,6.4,0,0,0
12-05-2025,HYD,12.7,6,4.4,1,1,0
19-05-2025,COK,15.6,5.2,23.2,0,1,0
28-02-2025,DEL,39.9,4.3,8.6,0,1,0
16-10-2025,BLR,26.3,2.8,11.1,0,0,0
18-03-2025,HYD,20.2,1.2,1.9,1,1,1
10-07-2025,MAA,38.2,9.8,14.4,1,0,1
06-09-2025,BLR,34.2,8,26.7,0,1,1
04-03-2025,COK,36.8,2.7,4.1,0,1,1
18-12-2025,CCU,36.8,2.8,11.7,0,0,0
25-03-2025,DEL,31.6,2.5,25.4,0,1,1
28-11-2025,BOM,36.6,7,3.7,1,0,1
02-03-2025,BOM,30.7,9,28.1,0,0,1
27-06-2025,MAA,38.7,5.1,23.7,0,1,1
21-04-2025,GOI,37,7.9,23.8,1,0,1
04-03-2025,GOI,14.5,7.3,19.8,1,1,0
16-12-2025,DEL,14.3,6.5,29.4,1,0,0
23-07-2025,BLR,17,5.2,15,1,0,0
29-04-2025,DEL,31.1,6.9,17.9,0,1,0
06-04-2025,DEL,39.2,7.5,19.8,0,1,0
18-04-2025,AMD,27.2,5.7,4.9,1,0,0
27-10-2025,BOM,30.3,6.3,1.4,1,1,1
19-11-2025,PNQ,13.2,8.4,24,1,1,1
05-01-2025,BOM,34.6,7.9,19,0,0,0
06-09-2025,BLR,25.5,4.5,32.3,0,0,0
30-12-2025,HYD,22.9,7.3,10.1,1,0,1
03-02-2025,HYD,35,5,23.9,1,0,0
06-01-2025,PNQ,22.3,2.3,0.4,0,0,0
05-08-2025,HYD,36.8,3.1,30.1,0,0,0
24-04-2025,PNQ,33,9.2,18,0,0,1
20-05-2025,PNQ,23.8,8.2,6.2,1,1,0
18-08-2025,CCU,36.1,7.3,32.6,0,0,0
21-07-2025,PNQ,25.3,9.6,24.2,1,1,1
24-03-2025,CCU,36.4,6.4,28.1,1,0,1
22-04-2025,HYD,11,6.2,0.5,1,1,1
29-03-2025,DEL,36.7,6.7,12.3,1,1,1
16-08-2025,AMD,12.4,2.1,10.8,0,1,1
08-01-2025,HYD,20.8,8.3,18.2,0,1,1
04-01-2025,PNQ,11.7,4.8,9.7,1,0,0
21-12-2025,AMD,26.5,4.7,3.7,0,0,0
07-08-2025,BOM,23.4,3.2,6.7,0,0,1
10-05-2025,BOM,18.7,5.8,33,0,1,1
27-11-2025,BOM,35.9,5.1,14.8,0,1,1
20-09-2025,COK,13.5,3.8,12.1,1,0,0
19-12-2025,COK,37,7.9,16.6,0,1,0
28-01-2025,CCU,24.8,1.4,29.3,0,0,0
18-06-2025,COK,13.8,4.2,18.2,1,0,1
08-03-2025,DEL,39.7,2.3,6.9,0,0,1
14-07-2025,DEL,33.4,4.7,27.1,0,0,0
08-11-2025,AMD,26.2,3.9,33.6,1,1,1
05-06-2025,GOI,16.6,5.8,18.7,1,0,1
21-06-2025,DEL,22.3,1.3,17.1,0,1,1
07-01-2025,BOM,27.7,2.1,16.6,0,0,1
04-09-2025,CCU,28.7,1.6,2.9,1,0,0
20-09-2025,HYD,22.3,8.6,4.8,1,1,1
14-12-2025,BLR,32.7,6.2,28.8,0,0,0
28-06-2025,BLR,27.5,4.5,3.9,1,0,1
05-05-2025,CCU,34.6,2.8,19.8,1,0,1
11-08-2025,BLR,26.1,5.8,32.5,0,1,1
26-02-2025,DEL,31.4,3.4,17.4,0,0,0
02-08-2025,PNQ,28.4,6.2,18.3,0,0,1
14-06-2025,CCU,30.2,1.9,13.7,0,1,0
04-11-2025,MAA,34.8,2.8,5.5,1,1,1
29-09-2025,PNQ,17.8,4.9,15.7,0,0,0
12-09-2025,DEL,21.5,3.9,3.4,1,0,1
21-04-2025,COK,20.8,2.6,8.9,1,0,0
31-03-2025,CCU,11.6,8.3,2.5,0,1,0
12-02-2025,AMD,40.2,5.3,28.4,0,1,0
22-02-2025,GOI,25.5,4.6,25,0,0,1
16-05-2025,BLR,19.7,1.4,17.2,0,0,1
01-02-2025,CCU,27.6,4.8,31.3,1,0,0
17-09-2025,PNQ,29.4,1.8,14.2,0,0,0
31-08-2025,CCU,19.7,1.6,16.5,0,1,1
25-08-2025,COK,32.2,4.6,5.4,1,0,1
26-09-2025,PNQ,28,8.2,29.3,1,0,0
13-02-2025,COK,20.5,1.1,2.5,1,0,0
14-09-2025,HYD,17.9,8.8,24.3,1,1,0
15-12-2025,DEL,37.6,1.4,13.8,0,0,0
06-07-2025,DEL,20.8,8.2,13,0,1,1
04-07-2025,MAA,36,8.3,31.1,1,0,1
16-10-2025,AMD,26.6,5.7,22.2,0,0,1
16-08-2025,BOM,33.9,7.8,16.8,0,0,1
06-09-2025,DEL,38.6,6.5,24.7,1,1,1
09-07-2025,BOM,40.8,1.1,34.9,0,1,1
19-08-2025,MAA,23.6,1.9,19.8,0,0,1
09-09-2025,CCU,42,2.2,26.1,1,0,0
26-04-2025,HYD,22,3.5,2.4,0,0,0
04-09-2025,BOM,24.6,1.5,34.7,1,1,0
01-03-2025,BOM,15,8.8,15.7,0,0,1
08-03-2025,BOM,28.1,9.6,11.2,1,1,1
12-10-2025,GOI,37.4,4.4,0.2,1,0,1
20-11-2025,BLR,30.9,2.3,19.4,1,1,0
21-06-2025,DEL,18.5,9.7,29.8,1,0,1
27-11-2025,GOI,24.7,4.6,26.4,1,0,0
18-07-2025,COK,34.7,3.2,24.7,1,0,1
16-02-2025,HYD,29.9,5.9,26,1,0,1
16-06-2025,GOI,39,5.7,13.1,1,1,0
27-08-2025,CCU,34.8,4.8,10.3,1,0,0
26-08-2025,BLR,30.9,8.7,25.7,0,0,1
16-10-2025,AMD,36.5,7.1,10.5,1,1,0
15-12-2025,PNQ,12.3,1.6,8.7,0,0,0
27-04-2025,HYD,38.1,10,10.5,0,0,0
07-12-2025,BLR,18.7,1.4,33.7,1,0,1
29-07-2025,BOM,15.4,7.9,21.4,0,1,0
21-10-2025,AMD,35.5,8,6.8,0,0,0
18-06-2025,MAA,32.4,3.4,31.8,0,0,1
21-06-2025,DEL,12.9,1.3,0.4,1,1,1
05-05-2025,DEL,10.9,1.2,26,0,0,0
22-09-2025,BOM,27.2,3.8,24.7,0,0,1
19-02-2025,BOM,25.2,8.5,24.9,1,0,0
22-12-2025,GOI,40.7,5.6,14.5,0,0,1
04-04-2025,BLR,29.2,7.3,10.3,0,0,1
01-06-2025,CCU,33,2.1,30.6,0,0,0
05-04-2025,CCU,38,1.4,11.3,0,1,1
18-09-2025,DEL,20.3,2.8,28.8,0,0,1
19-07-2025,CCU,24.4,2,6.6,0,0,1
03-11-2025,CCU,32.8,5.7,30,1,1,0
27-08-2025,DEL,31.9,9.3,13.3,0,1,1
18-03-2025,BLR,13.2,9.8,2.2,0,0,0
22-12-2025,HYD,40.8,5.5,2.9,1,0,1
02-11-2025,COK,37,8.2,20.5,1,1,0
17-11-2025,DEL,23,9.2,0.9,0,0,1
26-08-2025,COK,21.4,8,19.9,0,0,1
26-10-2025,MAA,21,6.1,1.5,1,1,1
15-12-2025,AMD,23,2.8,13.8,0,0,0
16-10-2025,COK,19.1,7.9,0.2,0,0,1
23-04-2025,COK,30.6,8,29.3,0,1,0
15-08-2025,MAA,13.5,7.6,22.3,1,0,0
13-07-2025,BOM,11.8,2.2,32.2,1,0,1
11-09-2025,BOM,21.9,7.6,20,1,0,0
