"Date(year,month,day)",Airline,FlightID,OriginAirport,DestinationAirport,ScheduledDepartureTime,ActualDepartureTime,DepartureDelay,ScheduledArrTime,ActualArrTime,FlightStatus,distance,air_time
10-01-2025,Air India,FL3625,GOI,DEL,14:00:00,14:00:00,0,09:53:00,09:53:00,On Time,2107,2633
19-05-2025,Vistara,FL3194,BLR,BOM,04:00:00,06:39:00,159,06:40:00,09:19:00,Delayed,1280,1600
30-04-2025,IndiGo,FL4866,BOM,GOI,02:00:00,03:06:00,66,10:00:00,11:06:00,Delayed,432,480
19-05-2025,Akasa Air,FL3839,BLR,GOI,02:00:00,03:53:00,113,14:46:00,16:39:00,Delayed,690,766
20-07-2025,Air India,FL4970,HYD,BOM,09:45:00,09:45:00,0,03:43:00,03:43:00,On Time,1763,2518
11-10-2025,IndiGo,FL5200,CCU,MAA,03:30:00,03:30:00,0,10:54:00,10:54:00,On Time,1696,1884
10-12-2025,Akasa Air,FL6817,BOM,CCU,11:30:00,11:30:00,0,00:54:00,00:54:00,On Time,2020,2244
14-05-2025,Air India,FL6789,MAA,BOM,06:15:00,06:15:00,0,12:18:00,12:18:00,On Time,1623,1803
22-07-2025,SpiceJet,FL9399,BLR,HYD,06:00:00,06:00:00,0,11:56:00,11:56:00,On Time,1437,1796
11-05-2025,Akasa Air,FL8475,GOI,BOM,05:45:00,07:06:00,81,21:41:00,23:02:00,Delayed,1917,2396
15-01-2025,Vistara,FL4296,MAA,BOM,13:30:00,13:30:00,0,19:28:00,19:28:00,On Time,1259,1798
23-10-2025,SpiceJet,FL2642,CCU,HYD,04:15:00,04:15:00,0,08:58:00,08:58:00,On Time,1551,1723
26-03-2025,Akasa Air,FL4000,AMD,HYD,11:30:00,11:30:00,0,16:46:00,16:46:00,On Time,1405,1756
09-11-2025,Vistara,FL6742,GOI,CCU,02:30:00,02:30:00,0,17:33:00,17:33:00,On Time,723,903
20-01-2025,Vistara,FL8649,HYD,BLR,23:00:00,23:00:00,0,13:50:00,13:50:00,On Time,1864,2330
17-11-2025,SpiceJet,FL2535,BLR,DEL,23:30:00,23:30:00,0,09:57:00,09:57:00,On Time,565,627
26-04-2025,SpiceJet,FL4672,AMD,CCU,18:30:00,18:30:00,0,14:22:00,14:22:00,On Time,835,1192
09-01-2025,SpiceJet,FL6604,BLR,AMD,02:15:00,02:15:00,0,02:56:00,02:56:00,On Time,1185,1481
16-07-2025,Air India,FL2590,PNQ,MAA,14:00:00,15:19:00,79,00:54:00,02:13:00,Delayed,1466,2094
10-09-2025,Vistara,FL4109,PNQ,CCU,08:15:00,08:15:00,0,08:49:00,08:49:00,On Time,1032,1474
11-07-2025,IndiGo,FL1738,HYD,CCU,16:30:00,16:30:00,0,14:42:00,14:42:00,On Time,933,1332
24-10-2025,IndiGo,FL4469,BLR,MAA,21:15:00,21:15:00,0,19:25:00,19:25:00,On Time,1939,2770
11-08-2025,Vistara,FL9358,DEL,AMD,01:45:00,01:45:00,0,08:05:00,08:05:00,On Time,1456,1820
29-10-2025,Air India,FL2899,DEL,PNQ,14:15:00,14:15:00,0,03:36:00,03:36:00,On Time,1793,2241
18-02-2025,SpiceJet,FL4306,AMD,HYD,05:15:00,05:15:00,0,17:52:00,17:52:00,On Time,682,757
21-12-2025,Air India,FL2775,AMD,BOM,11:30:00,13:40:00,130,22:13:00,00:23:00,Delayed,1667,2083
28-09-2025,SpiceJet,FL1236,MAA,GOI,22:30:00,22:30:00,0,13:00:00,13:00:00,On Time,609,870
09-01-2025,Akasa Air,FL4437,CCU,MAA,14:00:00,15:45:00,105,13:04:00,14:49:00,Delayed,969,1384
02-09-2025,SpiceJet,FL1877,BLR,MAA,07:30:00,07:30:00,0,10:17:00,10:17:00,On Time,1286,1607
23-09-2025,SpiceJet,FL5876,MAA,GOI,23:30:00,00:49:00,79,11:25:00,12:44:00,Delayed,644,715
20-03-2025,SpiceJet,FL3502,DEL,BLR,14:15:00,14:15:00,0,01:45:00,01:45:00,On Time,1491,2130
03-11-2025,Akasa Air,FL2622,GOI,HYD,08:45:00,08:45:00,0,14:18:00,14:18:00,On Time,1596,1773
09-03-2025,Akasa Air,FL4880,PNQ,AMD,15:45:00,15:45:00,0,01:09:00,01:09:00,On Time,395,564
29-12-2025,SpiceJet,FL4243,AMD,HYD,06:15:00,06:15:00,0,21:16:00,21:16:00,On Time,1873,2341
12-09-2025,Vistara,FL8039,CCU,DEL,12:00:00,12:54:00,54,23:48:00,00:42:00,Delayed,1934,2148
18-05-2025,SpiceJet,FL2618,HYD,BLR,10:00:00,12:37:00,157,04:58:00,07:35:00,Delayed,1025,1138
13-09-2025,Akasa Air,FL7439,AMD,MAA,01:15:00,01:29:00,14,19:46:00,20:00:00,Delayed,778,1111
25-10-2025,Akasa Air,FL2771,BOM,MAA,09:45:00,09:45:00,0,16:27:00,16:27:00,On Time,362,402
11-05-2025,Vistara,FL6268,HYD,GOI,04:45:00,06:49:00,124,14:42:00,16:46:00,Delayed,418,597
14-07-2025,Akasa Air,FL7286,PNQ,HYD,02:15:00,02:15:00,0,10:36:00,10:36:00,On Time,1747,1941
03-01-2025,Vistara,FL9242,AMD,BLR,00:15:00,00:15:00,0,18:45:00,18:45:00,On Time,777,1110
07-05-2025,SpiceJet,FL5650,DEL,HYD,23:15:00,23:15:00,0,04:20:00,04:20:00,On Time,1396,1745
11-09-2025,Akasa Air,FL6792,AMD,CCU,15:30:00,17:56:00,146,16:41:00,19:07:00,Delayed,1360,1511
23-06-2025,IndiGo,FL8332,GOI,AMD,07:15:00,07:15:00,0,23:36:00,23:36:00,On Time,1937,2421
04-05-2025,IndiGo,FL3561,DEL,HYD,19:45:00,19:45:00,0,11:35:00,11:35:00,On Time,1912,2390
13-03-2025,Vistara,FL7834,CCU,PNQ,04:45:00,07:44:00,179,13:10:00,16:09:00,Delayed,354,505
18-04-2025,IndiGo,FL1788,CCU,DEL,19:45:00,19:45:00,0,11:42:00,11:42:00,On Time,862,957
13-12-2025,Akasa Air,FL2113,MAA,PNQ,09:30:00,09:30:00,0,20:02:00,20:02:00,On Time,506,632
09-10-2025,Vistara,FL8747,GOI,BOM,16:00:00,16:24:00,24,01:23:00,01:47:00,Delayed,451,563
01-06-2025,Akasa Air,FL9325,PNQ,BOM,12:45:00,14:09:00,84,23:23:00,00:47:00,Delayed,1663,2078
07-10-2025,Air India,FL8094,GOI,HYD,09:00:00,09:00:00,0,23:34:00,23:34:00,On Time,612,874
10-06-2025,IndiGo,FL7407,BLR,DEL,11:45:00,11:45:00,0,09:11:00,09:11:00,On Time,1158,1286
25-05-2025,Air India,FL7356,PNQ,AMD,01:00:00,01:00:00,0,11:05:00,11:05:00,On Time,545,605
16-07-2025,Air India,FL9644,BLR,BOM,23:00:00,23:00:00,0,14:13:00,14:13:00,On Time,1883,2353
05-11-2025,IndiGo,FL3177,HYD,BOM,09:00:00,09:37:00,37,20:27:00,21:04:00,Delayed,550,687
18-03-2025,SpiceJet,FL7853,MAA,AMD,04:15:00,04:15:00,0,20:45:00,20:45:00,On Time,1701,2430
27-09-2025,IndiGo,FL2977,DEL,GOI,10:30:00,10:30:00,0,16:40:00,16:40:00,On Time,1448,1810
19-06-2025,IndiGo,FL1680,BOM,CCU,05:15:00,05:15:00,0,10:17:00,10:17:00,On Time,1394,1742
25-06-2025,Air India,FL4999,PNQ,DEL,08:15:00,08:15:00,0,05:45:00,05:45:00,On Time,1032,1290
18-05-2025,Vistara,FL1342,PNQ,BLR,06:15:00,06:15:00,0,22:03:00,22:03:00,On Time,664,948
03-08-2025,IndiGo,FL9531,PNQ,DEL,00:45:00,00:45:00,0,02:06:00,02:06:00,On Time,2073,2961
29-11-2025,IndiGo,FL9292,BOM,GOI,22:45:00,22:45:00,0,06:36:00,06:36:00,On Time,330,471
06-07-2025,Air India,FL8596,AMD,GOI,10:30:00,10:30:00,0,03:00:00,03:00:00,On Time,2187,2430
28-07-2025,IndiGo,FL1427,DEL,AMD,02:30:00,02:30:00,0,04:24:00,04:24:00,On Time,2096,2994
18-09-2025,Air India,FL9659,PNQ,HYD,03:30:00,04:05:00,35,12:02:00,12:37:00,Delayed,1757,1952
17-08-2025,SpiceJet,FL2835,AMD,PNQ,03:00:00,03:00:00,0,10:53:00,10:53:00,On Time,1531,1913
30-05-2025,Akasa Air,FL4201,BLR,DEL,21:00:00,21:00:00,0,10:08:00,10:08:00,On Time,710,788
19-06-2025,Vistara,FL3478,BLR,BOM,04:00:00,04:00:00,0,14:58:00,14:58:00,On Time,527,658
03-03-2025,Akasa Air,FL8090,CCU,BOM,22:15:00,22:15:00,0,02:30:00,02:30:00,On Time,1187,1695
30-11-2025,Vistara,FL3841,MAA,GOI,04:45:00,06:07:00,82,15:51:00,17:13:00,Delayed,1685,2106
17-01-2025,Air India,FL9858,MAA,AMD,04:15:00,04:15:00,0,17:40:00,17:40:00,On Time,564,805
18-04-2025,Vistara,FL5222,AMD,CCU,12:15:00,12:15:00,0,02:26:00,02:26:00,On Time,681,851
30-09-2025,Vistara,FL7175,HYD,DEL,22:30:00,22:30:00,0,08:52:00,08:52:00,On Time,1856,2062
08-04-2025,Akasa Air,FL2599,CCU,BOM,23:30:00,23:30:00,0,12:15:00,12:15:00,On Time,612,765
21-11-2025,SpiceJet,FL1142,PNQ,GOI,04:30:00,04:30:00,0,13:53:00,13:53:00,On Time,507,563
10-02-2025,SpiceJet,FL3565,AMD,DEL,03:00:00,03:00:00,0,23:17:00,23:17:00,On Time,2126,2657
02-05-2025,SpiceJet,FL6857,BOM,BLR,00:00:00,00:33:00,33,04:31:00,05:04:00,Delayed,1540,1711
09-10-2025,Air India,FL1084,AMD,DEL,19:45:00,19:45:00,0,15:57:00,15:57:00,On Time,849,1212
05-11-2025,Vistara,FL3044,CCU,GOI,05:30:00,05:49:00,19,05:20:00,05:39:00,Delayed,1287,1430
04-10-2025,IndiGo,FL9692,HYD,PNQ,11:45:00,11:45:00,0,05:27:00,05:27:00,On Time,850,1062
28-01-2025,SpiceJet,FL1472,MAA,GOI,07:30:00,07:30:00,0,21:55:00,21:55:00,On Time,1614,2305
16-06-2025,IndiGo,FL3184,BOM,BLR,20:30:00,20:30:00,0,09:17:00,09:17:00,On Time,1545,2207
24-05-2025,Air India,FL2236,BOM,HYD,09:30:00,12:19:00,169,00:22:00,03:11:00,Delayed,1633,2332
16-10-2025,SpiceJet,FL4466,BOM,GOI,07:00:00,07:00:00,0,02:04:00,02:04:00,On Time,1809,2584
11-11-2025,IndiGo,FL4458,CCU,BLR,09:15:00,09:15:00,0,17:23:00,17:23:00,On Time,1736,1928
05-12-2025,Air India,FL6808,HYD,GOI,18:15:00,18:15:00,0,15:47:00,15:47:00,On Time,1034,1292
08-08-2025,Vistara,FL4773,BLR,PNQ,07:15:00,07:15:00,0,07:42:00,07:42:00,On Time,1174,1467
12-07-2025,Akasa Air,FL4833,BLR,MAA,14:30:00,,,16:17:00,,Cancelled,1083,1547
23-08-2025,Air India,FL8429,AMD,DEL,02:15:00,04:21:00,126,20:26:00,22:32:00,Delayed,764,1091
08-09-2025,Akasa Air,FL4611,AMD,CCU,00:45:00,00:52:00,7,03:01:00,03:08:00,Delayed,1419,1576
26-02-2025,Akasa Air,FL3955,HYD,MAA,08:00:00,10:27:00,147,21:54:00,00:21:00,Delayed,1592,2274
12-11-2025,IndiGo,FL1198,HYD,CCU,11:00:00,11:00:00,0,07:12:00,07:12:00,On Time,849,1212
12-01-2025,Vistara,FL7385,GOI,PNQ,19:30:00,19:30:00,0,12:48:00,12:48:00,On Time,1735,2478
27-06-2025,SpiceJet,FL2990,HYD,PNQ,07:15:00,07:15:00,0,15:58:00,15:58:00,On Time,1571,1963
09-12-2025,SpiceJet,FL4520,BLR,HYD,02:30:00,02:30:00,0,10:05:00,10:05:00,On Time,1516,1895
11-07-2025,Akasa Air,FL5832,DEL,BOM,15:45:00,16:55:00,70,21:59:00,23:09:00,Delayed,1270,1814
29-05-2025,Akasa Air,FL5765,PNQ,CCU,16:15:00,16:15:00,0,08:56:00,08:56:00,On Time,801,1001
17-11-2025,IndiGo,FL5503,BLR,BOM,21:45:00,21:45:00,0,06:49:00,06:49:00,On Time,1786,1984
30-08-2025,Air India,FL2449,HYD,MAA,16:30:00,18:58:00,148,18:30:00,20:58:00,Delayed,1248,1560
20-11-2025,IndiGo,FL1833,BOM,MAA,04:15:00,05:43:00,88,03:48:00,05:16:00,Delayed,1272,1413
26-06-2025,IndiGo,FL6021,CCU,BLR,12:15:00,12:15:00,0,18:02:00,18:02:00,On Time,313,347
05-12-2025,IndiGo,FL4837,AMD,BLR,05:30:00,05:30:00,0,19:51:00,19:51:00,On Time,603,861
25-07-2025,Air India,FL8708,PNQ,DEL,11:45:00,11:45:00,0,01:45:00,01:45:00,On Time,756,840
05-01-2025,IndiGo,FL7073,PNQ,BLR,21:00:00,21:00:00,0,16:51:00,16:51:00,On Time,953,1191
24-11-2025,IndiGo,FL1465,DEL,BLR,13:00:00,13:00:00,0,16:34:00,16:34:00,On Time,1158,1654
21-09-2025,SpiceJet,FL7399,CCU,HYD,09:00:00,09:00:00,0,04:46:00,04:46:00,On Time,2101,2626
04-01-2025,SpiceJet,FL7128,DEL,AMD,23:00:00,23:00:00,0,17:31:00,17:31:00,On Time,1000,1111
14-12-2025,IndiGo,FL5923,HYD,DEL,22:45:00,01:06:00,141,20:32:00,22:53:00,Delayed,1177,1307
20-12-2025,Akasa Air,FL7071,DEL,PNQ,18:30:00,,,21:30:00,,Cancelled,1134,1620
16-07-2025,Air India,FL4876,BOM,AMD,11:30:00,11:51:00,21,22:24:00,22:45:00,Delayed,589,654
03-10-2025,SpiceJet,FL8269,DEL,BOM,08:00:00,08:00:00,0,15:06:00,15:06:00,On Time,1493,1866
12-06-2025,Air India,FL7624,MAA,AMD,03:30:00,03:30:00,0,18:28:00,18:28:00,On Time,629,898
23-02-2025,IndiGo,FL8059,DEL,PNQ,11:30:00,13:11:00,101,23:48:00,01:29:00,Delayed,1525,2178
15-09-2025,Vistara,FL9731,PNQ,AMD,02:30:00,02:30:00,0,08:51:00,08:51:00,On Time,343,381
06-05-2025,Akasa Air,FL7874,DEL,MAA,22:00:00,22:00:00,0,13:35:00,13:35:00,On Time,2138,2375
01-10-2025,Vistara,FL9832,CCU,GOI,13:45:00,13:45:00,0,06:07:00,06:07:00,On Time,2180,2422
14-06-2025,SpiceJet,FL2858,AMD,GOI,03:45:00,03:45:00,0,20:05:00,20:05:00,On Time,1694,2420
12-08-2025,Akasa Air,FL3839,MAA,BLR,00:45:00,00:45:00,0,16:30:00,16:30:00,On Time,2147,2385
15-12-2025,Air India,FL9386,CCU,BOM,10:15:00,,,20:05:00,,Cancelled,1624,2030
07-10-2025,Vistara,FL8033,BLR,CCU,02:30:00,05:27:00,177,08:14:00,11:11:00,Delayed,1249,1784
03-10-2025,Air India,FL2059,BOM,CCU,01:15:00,03:25:00,130,13:26:00,15:36:00,Delayed,1737,2171
17-01-2025,Akasa Air,FL7987,PNQ,AMD,17:00:00,19:37:00,157,19:14:00,21:51:00,Delayed,2110,3014
27-01-2025,Akasa Air,FL1109,HYD,PNQ,16:45:00,18:58:00,133,23:42:00,01:55:00,Delayed,1672,1857
29-03-2025,Akasa Air,FL6799,PNQ,BOM,09:00:00,11:34:00,154,05:07:00,07:41:00,Delayed,1853,2647
25-11-2025,Air India,FL6335,MAA,BLR,22:15:00,22:15:00,0,09:40:00,09:40:00,On Time,617,685
29-09-2025,Air India,FL1819,GOI,HYD,08:45:00,08:45:00,0,19:51:00,19:51:00,On Time,1685,2106
19-01-2025,Vistara,FL2480,BLR,MAA,12:00:00,12:00:00,0,11:15:00,11:15:00,On Time,1985,2835
09-08-2025,Vistara,FL2069,PNQ,BOM,15:15:00,15:15:00,0,17:32:00,17:32:00,On Time,1104,1577
02-07-2025,SpiceJet,FL7205,HYD,GOI,18:30:00,18:30:00,0,21:54:00,21:54:00,On Time,2159,3084
05-12-2025,Air India,FL7938,BLR,MAA,18:00:00,18:00:00,0,19:38:00,19:38:00,On Time,1385,1538
15-02-2025,SpiceJet,FL2055,AMD,DEL,20:45:00,20:45:00,0,12:57:00,12:57:00,On Time,778,972
04-03-2025,SpiceJet,FL6389,AMD,BOM,09:15:00,09:28:00,13,13:47:00,14:00:00,Delayed,1541,1712
12-05-2025,IndiGo,FL6856,BLR,CCU,11:00:00,11:00:00,0,05:45:00,05:45:00,On Time,900,1125
15-07-2025,SpiceJet,FL2860,DEL,GOI,01:45:00,01:45:00,0,07:25:00,07:25:00,On Time,306,340
26-07-2025,IndiGo,FL4843,MAA,DEL,10:45:00,12:43:00,118,21:30:00,23:28:00,Delayed,516,645
26-01-2025,Akasa Air,FL5776,AMD,CCU,15:15:00,15:15:00,0,11:09:00,11:09:00,On Time,1844,2634
02-10-2025,Vistara,FL8654,DEL,BLR,03:30:00,03:30:00,0,07:28:00,07:28:00,On Time,1343,1678
19-12-2025,IndiGo,FL7490,BLR,AMD,05:15:00,05:15:00,0,14:38:00,14:38:00,On Time,451,563
20-01-2025,Akasa Air,FL2538,BOM,PNQ,15:00:00,16:38:00,98,04:17:00,05:55:00,Delayed,718,797
08-12-2025,Vistara,FL5822,MAA,DEL,04:15:00,04:15:00,0,08:38:00,08:38:00,On Time,1363,1703
09-02-2025,Vistara,FL7923,GOI,AMD,12:45:00,12:45:00,0,11:10:00,11:10:00,On Time,1076,1345
13-01-2025,Vistara,FL5817,MAA,BOM,22:45:00,22:45:00,0,09:47:00,09:47:00,On Time,1892,2102
10-05-2025,Air India,FL6774,CCU,GOI,11:00:00,11:23:00,23,02:43:00,03:06:00,Delayed,1907,2383
19-02-2025,SpiceJet,FL8450,MAA,HYD,18:45:00,19:53:00,68,03:53:00,05:01:00,Delayed,439,548
11-05-2025,Vistara,FL3962,GOI,MAA,04:30:00,04:30:00,0,17:11:00,17:11:00,On Time,1761,2201
04-12-2025,SpiceJet,FL7281,BLR,MAA,10:15:00,10:15:00,0,04:03:00,04:03:00,On Time,855,1068
28-04-2025,Air India,FL5996,CCU,AMD,00:00:00,00:51:00,51,18:18:00,19:09:00,Delayed,879,1098
25-08-2025,Akasa Air,FL7500,PNQ,GOI,19:45:00,19:45:00,0,08:36:00,08:36:00,On Time,1769,2211
19-06-2025,Air India,FL6646,DEL,BLR,01:15:00,01:29:00,14,14:50:00,15:04:00,Delayed,1804,2255
23-02-2025,IndiGo,FL1536,BOM,PNQ,15:45:00,15:45:00,0,06:28:00,06:28:00,On Time,2091,2323
21-05-2025,Air India,FL2622,MAA,BOM,15:15:00,16:33:00,78,11:19:00,12:37:00,Delayed,843,1204
31-05-2025,Akasa Air,FL5006,PNQ,HYD,11:45:00,11:45:00,0,01:53:00,01:53:00,On Time,1602,2288
13-07-2025,Vistara,FL8668,AMD,CCU,22:45:00,22:45:00,0,08:59:00,08:59:00,On Time,553,614
25-03-2025,IndiGo,FL3310,BLR,CCU,09:45:00,10:59:00,74,20:49:00,22:03:00,Delayed,598,664
16-11-2025,Vistara,FL4222,CCU,DEL,10:00:00,12:30:00,150,02:00:00,04:30:00,Delayed,1680,2400
05-01-2025,Vistara,FL5503,PNQ,DEL,11:45:00,11:45:00,0,04:23:00,04:23:00,On Time,2195,2438
07-07-2025,IndiGo,FL5661,BLR,DEL,09:15:00,09:15:00,0,10:17:00,10:17:00,On Time,1352,1502
04-06-2025,IndiGo,FL5725,CCU,BLR,12:15:00,12:15:00,0,09:39:00,09:39:00,On Time,1907,2724
16-12-2025,SpiceJet,FL6452,PNQ,HYD,18:00:00,18:00:00,0,23:05:00,23:05:00,On Time,1396,1745
11-07-2025,SpiceJet,FL9725,BLR,DEL,19:45:00,19:45:00,0,08:40:00,08:40:00,On Time,1772,2215
12-07-2025,IndiGo,FL9323,MAA,AMD,15:00:00,15:00:00,0,19:00:00,19:00:00,On Time,2184,3120
09-03-2025,IndiGo,FL9539,MAA,AMD,14:30:00,14:30:00,0,17:52:00,17:52:00,On Time,1150,1642
11-01-2025,Akasa Air,FL3887,BOM,MAA,08:30:00,08:30:00,0,04:35:00,04:35:00,On Time,844,1205
21-04-2025,SpiceJet,FL5917,AMD,BLR,09:30:00,10:03:00,33,16:22:00,16:55:00,Delayed,371,412
07-03-2025,SpiceJet,FL8593,BOM,HYD,11:30:00,,,20:23:00,,Cancelled,1776,1973
07-06-2025,Air India,FL6405,MAA,BLR,22:00:00,22:00:00,0,15:26:00,15:26:00,On Time,942,1046
14-02-2025,Akasa Air,FL8394,DEL,PNQ,19:45:00,22:18:00,153,05:01:00,07:34:00,Delayed,501,556
28-01-2025,Vistara,FL8372,HYD,AMD,06:30:00,06:30:00,0,21:24:00,21:24:00,On Time,626,894
20-06-2025,Vistara,FL9883,DEL,HYD,05:00:00,05:00:00,0,16:25:00,16:25:00,On Time,480,685
25-11-2025,SpiceJet,FL4985,AMD,GOI,08:00:00,08:00:00,0,02:32:00,02:32:00,On Time,2042,2552
26-12-2025,Air India,FL7135,BOM,DEL,06:15:00,06:15:00,0,23:22:00,23:22:00,On Time,925,1027
03-03-2025,IndiGo,FL2694,BLR,DEL,18:30:00,18:30:00,0,12:57:00,12:57:00,On Time,1783,2547
01-04-2025,Vistara,FL5945,BOM,GOI,23:15:00,23:15:00,0,10:49:00,10:49:00,On Time,1921,2134
04-08-2025,IndiGo,FL2287,HYD,PNQ,02:15:00,02:15:00,0,19:52:00,19:52:00,On Time,740,1057
25-10-2025,Vistara,FL7397,HYD,DEL,12:00:00,12:00:00,0,15:34:00,15:34:00,On Time,2166,3094
07-11-2025,SpiceJet,FL4222,DEL,GOI,23:15:00,23:15:00,0,15:03:00,15:03:00,On Time,664,948
13-10-2025,SpiceJet,FL2888,BLR,CCU,22:15:00,22:15:00,0,11:21:00,11:21:00,On Time,708,786
12-08-2025,IndiGo,FL4238,BOM,BLR,04:15:00,06:27:00,132,09:05:00,11:17:00,Delayed,1557,1730
23-11-2025,Akasa Air,FL1145,BLR,DEL,21:45:00,21:45:00,0,20:10:00,20:10:00,On Time,942,1345
13-05-2025,Akasa Air,FL2141,MAA,PNQ,02:15:00,02:15:00,0,11:19:00,11:19:00,On Time,1389,1984
11-12-2025,Air India,FL8505,MAA,GOI,02:00:00,02:00:00,0,00:00:00,00:00:00,On Time,924,1320
18-07-2025,IndiGo,FL1196,HYD,BOM,12:15:00,12:15:00,0,01:19:00,01:19:00,On Time,549,784
22-03-2025,Vistara,FL9585,BOM,AMD,08:00:00,08:00:00,0,00:37:00,00:37:00,On Time,2194,2437
07-06-2025,Vistara,FL6908,CCU,PNQ,12:45:00,14:44:00,119,02:17:00,04:16:00,Delayed,731,812
23-12-2025,Air India,FL8691,DEL,PNQ,15:15:00,17:32:00,137,10:43:00,13:00:00,Delayed,2087,2608
27-04-2025,IndiGo,FL1397,MAA,AMD,16:00:00,18:41:00,161,01:27:00,04:08:00,Delayed,511,567
15-07-2025,IndiGo,FL1043,HYD,BLR,14:30:00,14:30:00,0,08:14:00,08:14:00,On Time,1753,2504
19-03-2025,Vistara,FL1641,AMD,BLR,05:00:00,05:00:00,0,13:21:00,13:21:00,On Time,1553,1941
09-08-2025,Akasa Air,FL3011,CCU,BOM,22:00:00,22:00:00,0,13:27:00,13:27:00,On Time,835,927
03-12-2025,IndiGo,FL2168,HYD,CCU,16:45:00,16:45:00,0,11:29:00,11:29:00,On Time,787,1124
02-07-2025,Air India,FL1358,DEL,MAA,02:45:00,02:45:00,0,22:21:00,22:21:00,On Time,941,1176
11-08-2025,SpiceJet,FL9658,AMD,GOI,04:00:00,04:00:00,0,04:36:00,04:36:00,On Time,1329,1476
11-03-2025,SpiceJet,FL2799,GOI,BLR,21:30:00,21:30:00,0,21:54:00,21:54:00,On Time,1025,1464
18-06-2025,Air India,FL4062,DEL,BOM,04:15:00,04:15:00,0,04:02:00,04:02:00,On Time,1142,1427
08-10-2025,Akasa Air,FL7316,AMD,BLR,03:30:00,03:30:00,0,13:15:00,13:15:00,On Time,1418,2025
02-03-2025,Vistara,FL9039,BOM,DEL,04:30:00,04:30:00,0,02:01:00,02:01:00,On Time,1033,1291
12-06-2025,Vistara,FL2022,AMD,HYD,14:15:00,14:15:00,0,12:53:00,12:53:00,On Time,951,1358
14-08-2025,Air India,FL4756,MAA,BOM,02:45:00,04:10:00,85,06:30:00,07:55:00,Delayed,1332,1665
15-07-2025,Akasa Air,FL5271,HYD,DEL,23:45:00,23:45:00,0,07:12:00,07:12:00,On Time,358,447
11-04-2025,Akasa Air,FL9033,CCU,BLR,02:45:00,02:45:00,0,22:52:00,22:52:00,On Time,1087,1207
08-11-2025,SpiceJet,FL5249,AMD,MAA,11:15:00,11:15:00,0,20:50:00,20:50:00,On Time,1814,2015
25-02-2025,SpiceJet,FL7633,HYD,PNQ,05:45:00,05:45:00,0,03:38:00,03:38:00,On Time,1051,1313
04-04-2025,Akasa Air,FL9855,BLR,BOM,16:15:00,17:56:00,101,13:58:00,15:39:00,Delayed,1173,1303
09-02-2025,Akasa Air,FL1823,AMD,BOM,19:30:00,22:23:00,173,14:21:00,17:14:00,Delayed,1800,2571
15-11-2025,IndiGo,FL6940,BLR,CCU,19:30:00,21:47:00,137,16:42:00,18:59:00,Delayed,891,1272
30-07-2025,Akasa Air,FL8009,PNQ,DEL,00:00:00,00:00:00,0,12:40:00,12:40:00,On Time,1980,2200
29-12-2025,IndiGo,FL3729,PNQ,GOI,10:15:00,10:15:00,0,08:45:00,08:45:00,On Time,1953,2790
30-09-2025,SpiceJet,FL8343,PNQ,CCU,05:15:00,05:15:00,0,01:17:00,01:17:00,On Time,2114,2642
20-01-2025,IndiGo,FL7275,CCU,GOI,18:30:00,21:28:00,178,02:50:00,05:48:00,Delayed,450,500
25-05-2025,SpiceJet,FL3830,PNQ,HYD,23:30:00,23:30:00,0,08:02:00,08:02:00,On Time,1562,1952
03-07-2025,Air India,FL1233,CCU,MAA,09:45:00,09:45:00,0,12:09:00,12:09:00,On Time,2117,3024
02-11-2025,Vistara,FL6357,AMD,MAA,00:00:00,00:00:00,0,08:44:00,08:44:00,On Time,1768,1964
15-11-2025,SpiceJet,FL3767,CCU,DEL,08:45:00,08:45:00,0,23:42:00,23:42:00,On Time,1636,2337
09-04-2025,SpiceJet,FL3506,PNQ,BLR,22:30:00,,,16:41:00,,Cancelled,1772,2531
03-12-2025,SpiceJet,FL8922,DEL,CCU,14:00:00,15:18:00,78,05:48:00,07:06:00,Delayed,854,948
12-07-2025,SpiceJet,FL3177,PNQ,BOM,06:30:00,06:30:00,0,09:44:00,09:44:00,On Time,1471,1634
02-09-2025,IndiGo,FL9986,BLR,CCU,09:30:00,09:30:00,0,19:32:00,19:32:00,On Time,1634,2042
17-12-2025,SpiceJet,FL4434,MAA,BLR,13:45:00,13:45:00,0,16:55:00,16:55:00,On Time,1467,1630
21-03-2025,Air India,FL7660,BLR,GOI,03:00:00,03:00:00,0,15:33:00,15:33:00,On Time,1755,2193
04-09-2025,Akasa Air,FL2013,DEL,MAA,13:00:00,13:00:00,0,22:16:00,22:16:00,On Time,445,556
20-02-2025,Air India,FL7866,BLR,AMD,19:15:00,19:15:00,0,11:46:00,11:46:00,On Time,793,991
21-06-2025,Vistara,FL6393,BLR,PNQ,00:15:00,00:15:00,0,02:37:00,02:37:00,On Time,1108,1582
29-11-2025,Akasa Air,FL1881,BOM,CCU,11:00:00,11:00:00,0,02:18:00,02:18:00,On Time,1651,2358
10-02-2025,Vistara,FL3637,AMD,HYD,06:00:00,06:00:00,0,12:23:00,12:23:00,On Time,1459,1823
23-09-2025,Air India,FL5904,MAA,BOM,20:15:00,20:29:00,14,22:25:00,22:39:00,Delayed,1099,1570
